MATERIAL DESCRIPTION,COMPONENT DESCRIPTION,COLORCODE,FAMILY_ARTICLES,ART_TYPE,G_SF,Setup
CAC-W RENO K TT TS 09/11 TR (3347) PC,FR PIN TBH COB BC RENO K TT TS 3347,3347,RENO,SPLIT,,
CAC-W RENO TT TIP 09/11 TR1 (1312) PC,FR PIN TBH PB X ARTICLE,1312,RENO,TOP,,
CAC-W RENO TT TIP 09/11 TR1 (3255) PC,FR PIN TBH PB X ARTICLE,3255,RENO,TOP,,
CAC-W RENS K TT 09/11 TR (13457),FR PIN TBH PB X ARTICLE,13457,RENS,TOP,,
CAC-W RETRO K TT 09/11 TR1 (13025) PC,FR PIN TBH FS F212,13025,RETRO,TOP,,
CAC-W RETRO K TT 09/11 TR1 (3345) PC,FR PIN TBH FS F212,3345,RETRO,TOP,,
CAC-W RETRO K TT 09/11 TR1 (5312),FR PIN TBH FS F212,5312,RETRO,TOP,,
CAC-W RETRO K TT 09/11 TR1 (5325),FR PIN TBH FS F212,5325,RETRO,TOP,,
CAC-W RETRO K TT 09/11 TR1 (6010) PC,FR PIN TBH FS F212,6010,RETRO,TOP,,
CAC-W RETRO K TT 09/11 TR1 (6012) PC,FR PIN TBH FS F212,6012,RETRO,TOP,,
CAC-W RETRO K TT 09/11 TR1 (8359) PC,FR PIN TBH FS F212,8359,RETRO,TOP,,
CAC-W RETRO K TT 09/11 TR1 (9028),FR PIN TBH FS F212,9028,RETRO,TOP,,
CAC-W RETRO K TT 09/11 TR1 (9477),FR PIN TBH FS F212,9477,RETRO,TOP,,
CAC-W RETRO SOFT K TT 09/11 TR1 (1213),FR PIN TBH FS F212,1213,RETRO,TOP,,
CAC-W RETRO SOFT K TT 09/11 TR1 (13189),FR PIN TBH FS F212,13189,RETRO,TOP,,
CAC-W RETRO SOFT K TT 09/11 TR1 (2392),FR PIN TBH FS F212,2392,RETRO,TOP,,
CAC-W RETRO SOFT K TT 09/11 TR1 (6082),FR PIN TBH FS F212,6082,RETRO,TOP,,
CAC-W RETRO SOFT K TT 09/11 TR1 (8339),FR PIN TBH FS F212,8339,RETRO,TOP,,
CAC-W RETRO SOFT K TT 09/11 TR1 (9496),FR PIN TBH FS F212,9496,RETRO,TOP,,
CAC-W RETRO TT 09/11 TR1 (3271),FR PIN TBH PB X ARTICLE,3271,RETRO,TOP,,
CAC-W RETRO TT 09/11 TR1 (6011) PC,FR PIN TBH PB X ARTICLE,6011,RETRO,TOP,,
CAC-W ROCK-POINT 12/14 TR1 (7181) PC,FR PIN TBH FS F212,7181,ROCK-POINT,TOP,,
CAC-W ROCK-POINT TIP 12/14 TR1 (13076),FR PIN TBH FS F212,13076,ROCK-POINT,TOP,,
CAC-W ROCK-POINT TIP 12/14 TR1 (17007),FR PIN TBH FS F212,17007,ROCK-POINT,TOP,,
CAC-W ROCK-POINT TIP 12/14 TR1 (2256) PC,FR PIN TBH FS F212,2256,ROCK-POINT,TOP,,
CAC-W ROCK-POINT TIP 12/14 TR1 (4770) PC,FR PIN TBH FS F212,4770,ROCK-POINT,TOP,,
CAC-W ROCK-POINT TIP 12/14 TR1 (7041) PC,FR PIN TBH FS F212,7041,ROCK-POINT,TOP,,
CAC-W ROCK-POINT TIP 12/14 TR1 (8400) PC,FR PIN TBH FS F212,8400,ROCK-POINT,TOP,,
CAC-W ROCK-POINT TIP TS 12/14 TR (4770),FR PIN TBH COB BC ROCK POINT TIP SP 4770,4770,ROCK-POINT,SPLIT,,
CAC-W ROCK-POINT TIP TS 12/14 TR (7041),FR PIN TBH COB BC ROCK POINT TIP SP 7041,7041,ROCK-POINT,SPLIT,,
CAC-W ROCK-POINT TIP TSF 12/14 TR (2256),FR PIN TBH EMU TOPCELL,2256,ROCK-POINT,SPLIT,,
CAC-W ROCK-POINT TT TIP 12/14 TR1 (8370),FR PIN TBH FS F212,8370,ROCK-POINT,TOP,,
CAC-W RODI K TT 09/11 TR1 (3374) PC,FR PIN TBH COB BC RODI K TT 3374,3374,RODI,TOP,,
CAC-W ROSAIS TIP 11/13 TR1 (12059) PC,FR PIN TBH EMU LIG COL,12059,ROSAIS,TOP,,
CAC-W ROSAIS TIP 11/13 TR1 (12066) PC,FR PIN TBH COB PB ROSAIS TIP 12066,12066,ROSAIS,TOP,,
CAC-W ROSAIS TIP 11/13 TR1 (13359) PC,FR PIN TBH EMU TOPCELL,13359,ROSAIS,TOP,,
CAC-W ROSAIS TIP 11/13 TR1 (17057) PC,FR PIN TBH COB PB ROSAIS TIP 17057,17057,ROSAIS,TOP,,
CAC-W ROSAIS TIP 11/13 TR1 (17103) PC,FR PIN TBH EMU TOPCELL,17103,ROSAIS,TOP,,
CAC-W ROSAIS TIP 11/13 TR1 (2211),FR PIN TBH EMU LIG COL,2211,ROSAIS,TOP,,
CAC-W ROSAIS TIP 11/13 TR1 (6815) PC,FR PIN TBH EMU LIG COL,6815,ROSAIS,TOP,,
CAC-W ROSAIS TIP 11/13 TR1 (6816) PC,FR PIN TBH EMU LIG COL,6816,ROSAIS,TOP,,
CAC-W ROSAIS TIP 11/13 TR1 (7894) PC,FR PIN TBH COB PB ROSAIS TIP 7894,7894,ROSAIS,TOP,,
CAC-W ROSAIS TS 12/14 TR (2211) PC,FR PIN TBH FI WA ROSAIS TS 10-90 IC,2211,ROSAIS,SPLIT,,
CAC-W ROSAIS TSF 12/14 TR (17057) PC,FR PIN TBH COB BC ROSAIS TSF 17057,17057,ROSAIS,SPLIT,,
CAC-W ROSSINI 14/16 TR1 (6068) PC,FR PIN TBH PB X ARTICLE,6068,ROSSINI,TOP,,
CAC-W ROSSINI K TT TIP 14/16 TR1 (4352),FR PIN TBH PB X ARTICLE,4352,ROSSINI,TOP,,
CAC-W ROSSINI TT TIP 14/16 TR (13029),FR PIN TBH PB X ARTICLE,13029,ROSSINI,TOP,,
CAC-W ROSSINI TT TIP 14/16 TR1 (17109)PC,FR PIN TBH PB X ARTICLE,17109,ROSSINI,TOP,,
CAC-W ROSSINI TT TIP 14/16 TR1 (2206) PC,FR PIN TBH PB X ARTICLE,2206,ROSSINI,TOP,,
CAC-W ROSSINI TT TIP 14/16 TR1 (2265) PC,FR PIN TBH PB X ARTICLE,2265,ROSSINI,TOP,,
CAC-W ROSSINI TT TIP 14/16 TR1 (3774) PC,FR PIN TBH PB X ARTICLE,3774,ROSSINI,TOP,,
CAC-W ROSSINI TT TIP 14/16 TR1 (4371) PC,FR PIN TBH PB X ARTICLE,4371,ROSSINI,TOP,,
CAC-W ROSSINI TT TIP 14/16 TR1 (4399) PC,FR PIN TBH PB X ARTICLE,4399,ROSSINI,TOP,,
CAC-W ROSSINI TT TIP 14/16 TR1 (4768) PC,FR PIN TBH PB X ARTICLE,4768,ROSSINI,TOP,,
CAC-W ROSSINI TT TIP 14/16 TR1 (4769) PC,FR PIN TBH PB X ARTICLE,4769,ROSSINI,TOP,,
CAC-W ROSSINI TT TIP 14/16 TR1 (5768) PC,FR PIN TBH PB X ARTICLE,5768,ROSSINI,TOP,,
CAC-W ROSSINI TT TIP 14/16 TR1 (6793) PC,FR PIN TBH PB X ARTICLE,6793,ROSSINI,TOP,,
CAC-W ROSSINI TT TIP 14/16 TR1 (6794) PC,FR PIN TBH PB X ARTICLE,6794,ROSSINI,TOP,,
CAC-W ROSSINI TT TIP 14/16 TR1 (8884) PC,FR PIN TBH PB X ARTICLE,8884,ROSSINI,TOP,,
CAC-W ROSSINI TT TIP 14/16 TR1 (9300) PC,FR PIN TBH PB X ARTICLE,9300,ROSSINI,TOP,,
CAC-W ROSSINI TT TIP 14/16 TR1 (9721) PC,FR PIN TBH PB X ARTICLE,9721,ROSSINI,TOP,,
CAC-W RUSH K TT 13/15 TR1 (1350) PC,FR PIN TBH COB PB CADENZA K TT,1350,RUSH,TOP,,
CAC-W RUSH K TT 13/15 TR1 (3722) PC,FR PIN TBH FS F212,3722,RUSH,TOP,,
CAC-W SAHARA K TT 09/11 TR1 (12022) PC,FR PIN TBH FS C3H8O,12022,SAHARA,TOP,,
CAC-W SAHARA K TT 09/11 TR1 (12023) PC,FR PIN TBH FS C3H8O,12023,SAHARA,TOP,,
CAC-W SAHARA K TT 09/11 TR1 (12075) PC,FR PIN TBH FS C3H8O,12075,SAHARA,TOP,,
CAC-W SAHARA K TT 09/11 TR1 (13154) PC,FR PIN TBH FS C3H8O,13154,SAHARA,TOP,,
CAC-W SAHARA K TT 09/11 TR1 (13159) PC,FR PIN TBH FS C3H8O,13159,SAHARA,TOP,,
CAC-W SAHARA K TT 09/11 TR1 (13307) PC,FR PIN TBH FS C3H8O,13307,SAHARA,TOP,,
CAC-W SAHARA K TT 09/11 TR1 (13308) PC,FR PIN TBH FS C3H8O,13308,SAHARA,TOP,,
CAC-W SAHARA K TT 09/11 TR1 (13309) PC,FR PIN TBH FS C3H8O,13309,SAHARA,TOP,,
CAC-W SAHARA K TT 09/11 TR1 (13383) PC,FR PIN TBH FS C3H8O,13383,SAHARA,TOP,,
CAC-W SAHARA K TT 09/11 TR1 (13489) PC,FR PIN TBH FS C3H8O,13489,SAHARA,TOP,,
CAC-W SAHARA K TT 09/11 TR1 (1701) PC,FR PIN TBH FS C3H8O,1701,SAHARA,TOP,,
CAC-W SAHARA K TT 09/11 TR1 (17064) PC,FR PIN TBH FS C3H8O,17064,SAHARA,TOP,,
CAC-W SAHARA K TT 09/11 TR1 (17079) PC,FR PIN TBH FS C3H8O,17079,SAHARA,TOP,,
CAC-W SAHARA K TT 09/11 TR1 (17106) PC,FR PIN TBH FS C3H8O,17106,SAHARA,TOP,,
CAC-W SAHARA K TT 09/11 TR1 (17125) PC,FR PIN TBH FS C3H8O,17125,SAHARA,TOP,,
CAC-W SAHARA K TT 09/11 TR1 (17126) PC,FR PIN TBH FS C3H8O,17126,SAHARA,TOP,,
CAC-W SAHARA K TT 09/11 TR1 (17133) PC,FR PIN TBH FS C3H8O,17133,SAHARA,TOP,,
CAC-W SAHARA K TT 09/11 TR1 (17147) PC,FR PIN TBH FS C3H8O,17147,SAHARA,TOP,,
CAC-W SAHARA K TT 09/11 TR1 (1771) PC,FR PIN TBH FS C3H8O,1771,SAHARA,TOP,,
CAC-W SAHARA K TT 14/16 TR1 (13021) PC,FR PIN TBH FS C3H8O,13021,SAHARA,TOP,,
CAC-W SAHARA K TT 14/16 TR1 (2737) PC,FR PIN TBH FS C3H8O,2737,SAHARA,TOP,,
CAC-W SAHARA K TT 14/16 TR1 (7828) PC,FR PIN TBH FS C3H8O,7828,SAHARA,TOP,,
CAC-W SAHARA K TT TS 09/11 TR (13154) PC,FR PIN TBH COB BC SAHARA K TT TS 13154,13154,SAHARA,SPLIT,,
CAC-W SAHARA K TT TS 09/11 TR (1771) PC,FR PIN TBH FS F212,1771,SAHARA,SPLIT,,
CAC-W SAHARA K TT TS 12/14 TR (12023) PC,FR PIN TBH COB BC SAHARA K TT TS 12023,12023,SAHARA,SPLIT,,
CAC-W SAHARA K TT TS 12/14 TR (13309) PC,FR PIN TBH COB BC SAHARA K TT TS 13309,13309,SAHARA,SPLIT,,
CAC-W SAHARA K TT TSF 09/11 TR (12022),FR PIN TBH FS F212,12022,SAHARA,SPLIT,,
CAC-W SAHARA K TT TSF 09/11 TR (12023),FR PIN TBH FS F212,12023,SAHARA,SPLIT,,
CAC-W SAHARA K TT TSF 09/11 TR (13154),FR PIN TBH FS F212,13154,SAHARA,SPLIT,,
CAC-W SAHARA K TT TSF 09/11 TR (13159),FR PIN TBH FS F212,13159,SAHARA,SPLIT,,
CAC-W SAHARA K TT TSF 09/11 TR (13307),FR PIN TBH FS F212,13307,SAHARA,SPLIT,,
CAC-W SAHARA K TT TSF 09/11 TR (13308),FR PIN TBH FS F212,13308,SAHARA,SPLIT,,
CAC-W SAHARA K TT TSF 09/11 TR (13309),FR PIN TBH FS F212,13309,SAHARA,SPLIT,,
CAC-W SAHARA K TT TSF 09/11 TR (17106),FR PIN TBH FS F212,17106,SAHARA,SPLIT,,
CAC-W SAHARA K TT TSF 12/14 TR (1771) PC,FR PIN TBH COB BC SAHARA K TT TSF 1771,1771,SAHARA,SPLIT,,
CAC-W SAMOA 09/11 TR1 (8078) PC,FR PIN TBH COB PFD SAMOA 8078,8078,SAMOA,TOP,,
CAC-W SAMOA K TT 09/11 TR1 (5366) PC,FR PIN TBH PB X ARTICLE,5366,SAMOA,TOP,,
CAC-W SAMOS 12/14 TR1 (13058) PC,FR PIN TBH FS F212,13058,SAMOS,TOP,,
CAC-W SAMOS 12/14 TR1 (5037) PC,FR PIN TBH FS F212,5037,SAMOS,TOP,,
CAC-W SAMOS 12/14 TR1 (5715) PC,FR PIN TBH FS F212,5715,SAMOS,TOP,,
CAC-W SAMOS 12/14 TR1 (9399) PC,FR PIN TBH FS F212,9399,SAMOS,TOP,,
CAC-W SAN DIEGO EXCEL 14/16 TR (9078),FR PIN TBH COB ANILINE SANDIEGO 9078,9078,SAN,TOP,,
CAC-W SANSONE 09/11 TR (7291) PC,FR PIN TBH FI WA TRISAN LUCIDO IC,7291,SANSONE,TOP,,
CAC-W SANSONE 09/11 TR1 (7291),FR PIN TBH PB X ARTICLE,7291,SANSONE,TOP,,
CAC-W SANSONE K TT 09/11 TR1 (7655) PC,FR PIN TBH PB X ARTICLE,7655,SANSONE,TOP,,
CAC-W SANSONE TT 09/11 TR (13415) PC,FR PIN TBH PB X ARTICLE,13415,SANSONE,TOP,,
CAC-W SANSONE TT 09/11 TR1 (1319),FR PIN TBH PB X ARTICLE,1319,SANSONE,TOP,,
CAC-W SANTAFE K TT 09/11 TR (12014) PC,FR PIN TBH COB PB CADENZA K TT,12014,SANTAFE,TOP,,
CAC-W SANTORINI 12/14 TR1 (1389) PC,FR PIN TBH FS F212,1389,SANTORINI,TOP,,
CAC-W SANTORINI 12/14 TR1 (2249) PC,FR PIN TBH FS F212,2249,SANTORINI,TOP,,
CAC-W SANTORINI 12/14 TR1 (2276) PC,FR PIN TBH FS F212,2276,SANTORINI,TOP,,
CAC-W SANTORINI 12/14 TR1 (2329) PC,FR PIN TBH FS F212,2329,SANTORINI,TOP,,
CAC-W SANTORINI 12/14 TR1 (2355) PC,FR PIN TBH FS F212,2355,SANTORINI,TOP,,
CAC-W SANTORINI 12/14 TR1 (2373) PC,FR PIN TBH FS F212,2373,SANTORINI,TOP,,
CAC-W SANTORINI 12/14 TR1 (3704) PC,FR PIN TBH FS F212,3704,SANTORINI,TOP,,
CAC-W SANTORINI 12/14 TR1 (3705) PC,FR PIN TBH FS F212,3705,SANTORINI,TOP,,
CAC-W SANTORINI 12/14 TR1 (4795) PC,FR PIN TBH FS F212,4795,SANTORINI,TOP,,
CAC-W SANTORINI 12/14 TR1 (5247) PC,FR PIN TBH FS F212,5247,SANTORINI,TOP,,
CAC-W SANTORINI 12/14 TR1 (5340) PC,FR PIN TBH FS F212,5340,SANTORINI,TOP,,
CAC-W SANTORINI 12/14 TR1 (5716) PC,FR PIN TBH FS F212,5716,SANTORINI,TOP,,
CAC-W SANTORINI 12/14 TR1 (5720) PC,FR PIN TBH FS F212,5720,SANTORINI,TOP,,
CAC-W SANTORINI 12/14 TR1 (5721) PC,FR PIN TBH FS F212,5721,SANTORINI,TOP,,
CAC-W SANTORINI 12/14 TR1 (6328) PC,FR PIN TBH FS F212,6328,SANTORINI,TOP,,
CAC-W SANTORINI 12/14 TR1 (7802) PC,FR PIN TBH FS F212,7802,SANTORINI,TOP,,
CAC-W SANTORINI 12/14 TR1 (8869) PC,FR PIN TBH FS F212,8869,SANTORINI,TOP,,
CAC-W SANTORINI 13/15 TR1 (1242) PC,FR PIN TBH FS F212,1242,SANTORINI,TOP,,
CAC-W SANTORINI 13/15 TR1 (13010) PC,FR PIN TBH FS F212,13010,SANTORINI,TOP,,
CAC-W SANTORINI 13/15 TR1 (13012) PC,FR PIN TBH FS F212,13012,SANTORINI,TOP,,
CAC-W SANTORINI 13/15 TR1 (3268) PC,FR PIN TBH FS F212,3268,SANTORINI,TOP,,
CAC-W SANTORINI 13/15 TR1 (3338) PC,FR PIN TBH FS F212,3338,SANTORINI,TOP,,
CAC-W SANTORINI 13/15 TR1 (3340) PC,FR PIN TBH FS F212,3340,SANTORINI,TOP,,
CAC-W SANTORINI K TT HP 13/15 TR1 (1396),FR PIN TBH FS F212,1396,SANTORINI,TOP,,
CAC-W SANTORINI K TT HP 13/15 TR1 (6212),FR PIN TBH FS F212,6212,SANTORINI,TOP,,
CAC-W SANTORINI TT 12/14 TR1 (13346) PC,FR PIN TBH PB X ARTICLE,13346,SANTORINI,TOP,,
CAC-W SANTORINI TT 12/14 TR1 (13347) PC,FR PIN TBH PB X ARTICLE,13347,SANTORINI,TOP,,
CAC-W SANTORINI TT 12/14 TR1 (17111) PC,FR PIN TBH PB X ARTICLE,17111,SANTORINI,TOP,,
CAC-W SANTORINI TT 12/14 TR1 (6790),FR PIN TBH PB X ARTICLE,6790,SANTORINI,TOP,,
CAC-W SANTORINI TT 12/14 TR1 (8387) PC,FR PIN TBH PB X ARTICLE,8387,SANTORINI,TOP,,
CAC-W SANTORINI TT 13/15 TR1 (1212) PC,FR PIN TBH PB X ARTICLE,1212,SANTORINI,TOP,,
CAC-W SANTORINI TT 13/15 TR1 (13013) PC,FR PIN TBH PB X ARTICLE,13013,SANTORINI,TOP,,
CAC-W SANTORINI TT 13/15 TR1 (1396) PC,FR PIN TBH PB X ARTICLE,1396,SANTORINI,TOP,,
CAC-W SANTORINI TT 13/15 TR1 (6212) PC,FR PIN TBH PB X ARTICLE,6212,SANTORINI,TOP,,
CAC-W SAPPA K TT TIP 12/14 TR (13132) PC,FR PIN TBH COB BC SAPPA K TT TIP 13132,13132,SAPPA,TOP,,
CAC-W SAPPA K TT TIP 12/14 TR1 (13024),FR PIN TBH COB BC SAPPA K TT TIP 13024,13024,SAPPA,TOP,,
CAC-W SAPPA K TT TIP 12/14 TR1 (13110),FR PIN TBH COB BC SAPPA K TT TIP 13110,13110,SAPPA,TOP,,
CAC-W SAPPA K TT TIP 12/14 TR1 (13243),FR PIN TBH EMU DK COL,13243,SAPPA,TOP,,
CAC-W SAPPA K TT TIP 12/14 TR1 (7287) PC,FR PIN TBH COB BC SAPPA K TT TIP 7287,7287,SAPPA,TOP,,
CAC-W SERENA 11/13 TR1 (8076) PC,FR PIN TBH COB BC SERENA 8076,8076,SERENA,TOP,,
CAC-W SEVILLA K TT 13/15 TR1 (1382),FR PIN TBH PB X ARTICLE,1382,SEVILLA,TOP,,
CAC-W SIENA 10/12 TR1 (13091) PC,FR PIN TBH FS OIL SIENA,13091,SIENA,TOP,,
CAC-W SIENA 10/12 TR1 (13323) PC,FR PIN TBH FS OIL SIENA,13323,SIENA,TOP,,
CAC-W SIENA 10/12 TR1 (13337) PC,FR PIN TBH FS OIL SIENA,13337,SIENA,TOP,,
CAC-W SIENA 10/12 TR1 (13384) PC,FR PIN TBH FS OIL SIENA,13384,SIENA,TOP,,
CAC-W SIENA 10/12 TR1 (13395) PC,FR PIN TBH FS OIL SIENA,13395,SIENA,TOP,,
CAC-W SIENA 10/12 TR1 (13481),FR PIN TBH FS OIL SIENA,13481,SIENA,TOP,,
CAC-W SIENA 10/12 TR1 (13482),FR PIN TBH FS OIL SIENA,13482,SIENA,TOP,,
CAC-W SIENA 10/12 TR1 (13483),FR PIN TBH FS OIL SIENA,13483,SIENA,TOP,,
CAC-W SIENA 10/12 TR1 (13495) PC,FR PIN TBH FS OIL SIENA,13495,SIENA,TOP,,
CAC-W SIENA 10/12 TR1 (13496) PC,FR PIN TBH FS OIL SIENA,13496,SIENA,TOP,,
CAC-W SIENA 10/12 TR1 (13500) PC,FR PIN TBH FS OIL SIENA,13500,SIENA,TOP,,
CAC-W SIENA 10/12 TR1 (13517),FR PIN TBH COB AGG SIENA 13518,13517,SIENA,TOP,,
CAC-W SIENA 10/12 TR1 (13518) PC,FR PIN TBH COB AGG SIENA 13518,13518,SIENA,TOP,,
CAC-W SIENA 10/12 TR1 (13522) PC,FR PIN TBH FS OIL SIENA,13522,SIENA,TOP,,
CAC-W SIENA 10/12 TR1 (17146) PC,FR PIN TBH FS OIL SIENA,17146,SIENA,TOP,,
CAC-W SIENA 10/12 TR1 (17178) PC,FR PIN TBH FS OIL SIENA,17178,SIENA,TOP,,
CAC-W SIENA 10/12 TR1 (17179) PC,FR PIN TBH FS OIL SIENA,17179,SIENA,TOP,,
CAC-W SIENA 10/12 TR1 (6825) PC,FR PIN TBH FS OIL SIENA,6825,SIENA,TOP,,
CAC-W SIENA 10/12 TR1 (8545) PC,FR PIN TBH FS OIL SIENA,8545,SIENA,TOP,,
CAC-W SIENA 10/12 TR1 (8555) PC,FR PIN TBH FS OIL SIENA,8555,SIENA,TOP,,
CAC-W SOFT CALF 12/14 TR (2323),FR PIN TBH COB ANILINE SOFT CALF 2323,2323,SOFT,TOP,,
CAC-W SOFT CALF 12/14 TR (3211) SD,FR PIN TBH COB ANILINE ALL SOFT CALF,3211,SOFT,TOP,,
CAC-W SOFT CALF 12/14 TR (8802) SD,FR PIN TBH COB ANILINE ALL SOFT CALF,8802,SOFT,TOP,,
CAC-W SOLANA 12/14 TR1 (12082) PC,FR PIN TBH FS F212,12082,SOLANA,TOP,,
CAC-W SOLANA 12/14 TR1 (12084) PC,FR PIN TBH FS F212,12084,SOLANA,TOP,,
CAC-W SOLANA 12/14 TR1 (12094) PC,FR PIN TBH FS F212,12094,SOLANA,TOP,,
CAC-W SOLANA 12/14 TR1 (1293) PC,FR PIN TBH FS F212,1293,SOLANA,TOP,,
CAC-W SOLANA 12/14 TR1 (13160) PC,FR PIN TBH FS F212,13160,SOLANA,TOP,,
CAC-W SOLANA 12/14 TR1 (13161) PC,FR PIN TBH FS F212,13161,SOLANA,TOP,,
CAC-W SOLANA 12/14 TR1 (13199) PC,FR PIN TBH FS F212,13199,SOLANA,TOP,,
CAC-W SOLANA 12/14 TR1 (13340) PC,FR PIN TBH FS F212,13340,SOLANA,TOP,,
CAC-W SOLANA 12/14 TR1 (13430) PC,FR PIN TBH FS F212,13430,SOLANA,TOP,,
CAC-W SOLANA 12/14 TR1 (13463) PC,FR PIN TBH FS F212,13463,SOLANA,TOP,,
CAC-W SOLANA 12/14 TR1 (13464) PC,FR PIN TBH FS F212,13464,SOLANA,TOP,,
CAC-W SOLANA 12/14 TR1 (13465) PC,FR PIN TBH FS F212,13465,SOLANA,TOP,,
CAC-W SOLANA 12/14 TR1 (13466) PC,FR PIN TBH FS F212,13466,SOLANA,TOP,,
CAC-W SOLANA 12/14 TR1 (17056) PC,FR PIN TBH FS F212,17056,SOLANA,TOP,,
CAC-W SOLANA 12/14 TR1 (17061) PC,FR PIN TBH FS F212,17061,SOLANA,TOP,,
CAC-W SOLANA 12/14 TR1 (1708) PC,FR PIN TBH FS F212,1708,SOLANA,TOP,,
CAC-W SOLANA 12/14 TR1 (17098) PC,FR PIN TBH FS F212,17098,SOLANA,TOP,,
CAC-W SOLANA 12/14 TR1 (17148) PC,FR PIN TBH FS F212,17148,SOLANA,TOP,,
CAC-W SOLANA 12/14 TR1 (17149) PC,FR PIN TBH FS F212,17149,SOLANA,TOP,,
CAC-W SOLANA 12/14 TR1 (2202) PC,FR PIN TBH FS F212,2202,SOLANA,TOP,,
CAC-W SOLANA 12/14 TR1 (2266) PC,FR PIN TBH FS F212,2266,SOLANA,TOP,,
CAC-W SOLANA 12/14 TR1 (2360),FR PIN TBH FS F212,2360,SOLANA,TOP,,
CAC-W SOLANA 12/14 TR1 (3217) PC,FR PIN TBH FS F212,3217,SOLANA,TOP,,
CAC-W SOLANA 12/14 TR1 (3237) PC,FR PIN TBH FS F212,3237,SOLANA,TOP,,
CAC-W SOLANA 12/14 TR1 (3292) PC,FR PIN TBH FS F212,3292,SOLANA,TOP,,
CAC-W SOLANA 12/14 TR1 (3735) PC,FR PIN TBH FS F212,3735,SOLANA,TOP,,
CAC-W SOLANA 12/14 TR1 (4257),FR PIN TBH FS F212,4257,SOLANA,TOP,,
CAC-W SOLANA 12/14 TR1 (4752) PC,FR PIN TBH FS F212,4752,SOLANA,TOP,,
CAC-W SOLANA 12/14 TR1 (4786) PC,FR PIN TBH FS F212,4786,SOLANA,TOP,,
CAC-W SOLANA 12/14 TR1 (7010),FR PIN TBH FS F212,7010,SOLANA,TOP,,
CAC-W SOLANA 12/14 TR1 (7660),FR PIN TBH COB CC SONALA 7660,7660,SOLANA,TOP,,
CAC-W SOLANA 12/14 TR1 (7687) PC,FR PIN TBH FS F212,7687,SOLANA,TOP,,
CAC-W SOLANA 12/14 TR1 (7868) PC,FR PIN TBH FS F212,7868,SOLANA,TOP,,
CAC-W SOLANA 12/14 TR1 (7875) PC,FR PIN TBH FS F212,7875,SOLANA,TOP,,
CAC-W SOLANA 12/14 TR1 (8415) PC,FR PIN TBH FS F212,8415,SOLANA,TOP,,
CAC-W SOLANA 12/14 TR1 (8516) PC,FR PIN TBH FS F212,8516,SOLANA,TOP,,
CAC-W SOLANA 12/14 TR1 (8518) PC,FR PIN TBH FS F212,8518,SOLANA,TOP,,
CAC-W SOLANA 12/14 TR1 (8520) PC,FR PIN TBH FS F212,8520,SOLANA,TOP,,
CAC-W SOLANA 12/14 TR1 (8672) PC,FR PIN TBH FS F212,8672,SOLANA,TOP,,
CAC-W SOLANA 12/14 TR1 (8793) PC,FR PIN TBH FS F212,8793,SOLANA,TOP,,
CAC-W SOLANA 12/14 TR1 (8888) PC,FR PIN TBH PB X ARTICLE,8888,SOLANA,TOP,,
CAC-W SOLANA 12/14 TR1 (9434) PC,FR PIN TBH FS F212,9434,SOLANA,TOP,,
CAC-W SOLANA 12/14 TR1 (9464) PC,FR PIN TBH FS F212,9464,SOLANA,TOP,,
CAC-W SOLANA 12/14 TR1 (9546) PC,FR PIN TBH FS F212,9546,SOLANA,TOP,,
CAC-W SOLANA 12/14 TR1 (9547) PC,FR PIN TBH FS F212,9547,SOLANA,TOP,,
CAC-W SOLANA 12/14 TR1 (9563) PC,FR PIN TBH FS F212,9563,SOLANA,TOP,,
CAC-W SOLANA 12/14 TR1 (9582) PC,FR PIN TBH PB X ARTICLE,9582,SOLANA,TOP,,
CAC-W SOLANA 12/14 TR1 (9583) PC,FR PIN TBH FS F212,9583,SOLANA,TOP,,
CAC-W SOLANA 12/14 TR1 (9650) PC,FR PIN TBH FS F212,9650,SOLANA,TOP,,
CAC-W SOLANA K TT 12/14 TR1 (12024) PC,FR PIN TBH FS F212,12024,SOLANA,TOP,,
CAC-W SOLANA K TT 12/14 TR1 (12117) PC,FR PIN TBH FS F212,12117,SOLANA,TOP,,
CAC-W SOLANA K TT 12/14 TR1 (1255) PC,FR PIN TBH FS F212,1255,SOLANA,TOP,,
CAC-W SOLANA K TT 12/14 TR1 (1284) PC,FR PIN TBH FS F212,1284,SOLANA,TOP,,
CAC-W SOLANA K TT 12/14 TR1 (13244),FR PIN TBH FS F212,13244,SOLANA,TOP,,
CAC-W SOLANA K TT 12/14 TR1 (13245),FR PIN TBH FS F212,13245,SOLANA,TOP,,
CAC-W SOLANA K TT 12/14 TR1 (13310) PC,FR PIN TBH FS F212,13310,SOLANA,TOP,,
CAC-W SOLANA K TT 12/14 TR1 (13311) PC,FR PIN TBH FS F212,13311,SOLANA,TOP,,
CAC-W SOLANA K TT 12/14 TR1 (13326) PC,FR PIN TBH FS F212,13326,SOLANA,TOP,,
CAC-W SOLANA K TT 12/14 TR1 (13327) PC,FR PIN TBH FS F212,13327,SOLANA,TOP,,
CAC-W SOLANA K TT 12/14 TR1 (1390) PC,FR PIN TBH FS F212,1390,SOLANA,TOP,,
CAC-W SOLANA K TT 12/14 TR1 (1392),FR PIN TBH FS F212,1392,SOLANA,TOP,,
